NODENAME;JOBID;STEPID;USERID;GROUPID;JOBNAME;USER_ACC;ENERGY_TAG;POLICY;POLICY_TH;AVG_CPUFREQ_KHZ;AVG_IMCFREQ_KHZ;DEF_FREQ_KHZ;TIME_SEC;CPI;TPI;MEM_GBS;IO_MBS;PERC_MPI;DC_NODE_POWER_W;DRAM_POWER_W;PCK_POWER_W;CYCLES;INSTRUCTIONS;CPU-GFLOPS;L1_MISSES;L2_MISSES;L3_MISSES;SPOPS_SINGLE;SPOPS_128;SPOPS_256;SPOPS_512;DPOPS_SINGLE;DPOPS_128;DP_256;DPOPS_512;GPU0_POWER_W;GPU0_FREQ_KHZ;GPU0_MEM_FREQ_KHZ;GPU0_UTIL_PERC;GPU0_MEM_UTIL_PERC;GPU1_POWER_W;GPU1_FREQ_KHZ;GPU1_MEM_FREQ_KHZ;GPU1_UTIL_PERC;GPU1_MEM_UTIL_PERC;GPU2_POWER_W;GPU2_FREQ_KHZ;GPU2_MEM_FREQ_KHZ;GPU2_UTIL_PERC;GPU2_MEM_UTIL_PERC;GPU3_POWER_W;GPU3_FREQ_KHZ;GPU3_MEM_FREQ_KHZ;GPU3_UTIL_PERC;GPU3_MEM_UTIL_PERC
gs29r3b05;19471035;0;nct01043; ;sp-mz;nct_321; ;monitoring;0.000000;2690000;1819109;2001000;213.445864;1.000000;44166720288768.000000;206.922352;0.012448;47.077258;892.618268;12.666088;698.097172;112;112;0.000000;0;0;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gs29r3b05;19471035;1;nct01043; ;sp-mz;nct_321; ;monitoring;0.000000;2558928;1866122;2001000;111.134550;1.000000;26356614235712.000000;237.159499;0.010747;22.043975;907.561882;14.493705;699.349449;56;56;0.000000;0;0;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gs29r3b05;19471035;2;nct01043; ;sp-mz;nct_321; ;monitoring;0.000000;2920000;1819750;2001000;111.729586;1.000000;18086007245952.000000;161.873036;0.002978;14.575198;892.665367;11.727786;698.288556;14;14;0.000000;0;0;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gs29r3b05;19471035;3;nct01043; ;sp-mz;nct_321; ;monitoring;0.000000;2900000;1873432;2001000;116.688749;1.000000;16831263374400.000000;144.240670;0.003529;9.784286;879.678651;10.931643;697.505687;8;8;0.000000;0;0;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gs29r3b05;19471035;4;nct01043; ;sp-mz;nct_321; ;monitoring;0.000000;2902500;2278040;2001000;189.229479;1.000000;15886425169856.000000;83.953226;0.001619;2.804665;876.197595;8.549567;698.856578;2;2;0.000000;0;0;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gs29r3b05;19471035;5;nct01043; ;sp-mz;nct_321; ;monitoring;0.000000;2976250;2439564;2001000;463.580873;1.000000;48370380088064.000000;104.340759;0.001575;0.892852;876.284594;9.457386;695.936182;1;1;0.000000;0;0;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
