JOBID;STEPID;NODENAME;AVG_CPUFREQ_KHZ;AVG_IMCFREQ_KHZ;DEF_FREQ_KHZ;ITER_TIME_SEC;CPI;TPI;MEM_GBS;IO_MBS;PERC_MPI;DC_NODE_POWER_W;DRAM_POWER_W;PCK_POWER_W;CYCLES;INSTRUCTIONS;GFLOPS;L1_MISSES;L2_MISSES;L3_MISSES;SPOPS_SINGLE;SPOPS_128;SPOPS_256;SPOPS_512;DPOPS_SINGLE;DPOPS_128;DPOPS_256;DPOPS_512;GPU0_POWER_W;GPU0_FREQ_KHZ;GPU0_MEM_FREQ_KHZ;GPU0_UTIL_PERC;GPU0_MEM_UTIL_PERC;GPU1_POWER_W;GPU1_FREQ_KHZ;GPU1_MEM_FREQ_KHZ;GPU1_UTIL_PERC;GPU1_MEM_UTIL_PERC;GPU2_POWER_W;GPU2_FREQ_KHZ;GPU2_MEM_FREQ_KHZ;GPU2_UTIL_PERC;GPU2_MEM_UTIL_PERC;GPU3_POWER_W;GPU3_FREQ_KHZ;GPU3_MEM_FREQ_KHZ;GPU3_UTIL_PERC;GPU3_MEM_UTIL_PERC;LOOPID;LOOP_NEST_LEVEL;LOOP_SIZE;TIMESTAMP;ELAPSED;DATE
19572949;0;gs10r3b65;2960000;2282253;2001000;1.001417;1.000000;3868101450037.605469;386.262849;0.022499;6.335596;898.141923;19.801702;698.369160;112;112;0.000000;0;0;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1745171497;32;20-04-2025 19:51:37
19572949;0;gs10r3b65;2960000;2275149;2001000;1.101919;1.000000;4262704790301.737793;386.843891;0.001010;6.408529;856.189377;19.844107;698.724568;112;112;0.000000;0;0;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1745171508;43;20-04-2025 19:51:48
19572949;0;gs10r3b65;2960000;2259047;2001000;1.101519;1.000000;4257631520698.948242;386.523797;0.000951;7.390230;928.156819;19.865972;698.559677;112;112;0.000000;0;0;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1745171519;54;20-04-2025 19:51:59
19572949;0;gs10r3b65;2960000;2273079;2001000;1.101419;1.000000;4255786427176.473633;386.391336;0.001006;6.508258;889.571332;19.854639;698.514484;112;112;0.000000;0;0;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1745171530;65;20-04-2025 19:52:10
19572949;0;gs10r3b65;2960000;2273253;2001000;1.101519;1.000000;4257852216260.824707;386.543833;0.001008;6.334216;884.530774;19.856215;698.446939;112;112;0.000000;0;0;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1745171541;76;20-04-2025 19:52:21
19572949;0;gs10r3b65;2960000;2275567;2001000;1.101419;1.000000;4253410013438.246582;386.175611;0.001009;6.365692;923.939091;19.852708;698.573897;112;112;0.000000;0;0;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1745171552;87;20-04-2025 19:52:32
19572949;0;gs10r3b65;2960000;2271702;2001000;1.101719;1.000000;4255651032738.426270;386.273831;0.001008;6.492246;920.711249;19.857600;698.467852;112;112;0.000000;0;0;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1745171563;98;20-04-2025 19:52:43
19572949;0;gs10r3b65;2960000;2258995;2001000;1.101519;1.000000;4252926515176.612793;386.096659;0.001008;7.281854;847.764168;19.866350;698.551265;112;112;0.000000;0;0;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1745171574;109;20-04-2025 19:52:54
19572949;0;gs10r3b65;2960000;2263619;2001000;1.101419;1.000000;4261303430943.111328;386.892271;0.001018;6.745561;847.154297;19.898101;698.655828;112;112;0.000000;0;0;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1745171585;121;20-04-2025 19:53:05
19572949;0;gs10r3b65;2960000;2264044;2001000;1.101519;1.000000;4259172358527.840332;386.663680;0.001010;6.741529;968.758948;19.881316;698.561838;112;112;0.000000;0;0;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1745171596;132;20-04-2025 19:53:16
19572949;0;gs10r3b65;2960000;2266806;2001000;1.101519;1.000000;4258869494322.296387;386.636150;0.001010;6.535167;881.076826;19.884849;698.579616;112;112;0.000000;0;0;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1745171607;143;20-04-2025 19:53:27
19572949;0;gs10r3b65;2960000;2272120;2001000;1.101619;1.000000;4257465431859.514648;386.473634;0.001008;6.237176;908.329071;19.882078;698.474839;112;112;0.000000;0;0;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1745171618;154;20-04-2025 19:53:38
19572949;0;gs10r3b65;2960000;2275221;2001000;1.101919;1.000000;4256062828788.817871;386.241128;0.001009;6.108759;928.803180;19.882194;698.490706;112;112;0.000000;0;0;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1745171629;165;20-04-2025 19:53:49
19572949;0;gs10r3b65;2960000;2252462;2001000;1.101419;1.000000;4257352697326.479980;386.533576;0.001009;7.413509;948.453385;19.917951;698.728838;112;112;0.000000;0;0;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1745171640;176;20-04-2025 19:54:00
19572949;0;gs10r3b65;2960000;2268511;2001000;1.101619;1.000000;4255708137828.980957;386.314079;0.001003;6.446385;834.672741;19.906864;698.464953;112;112;0.000000;0;0;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1745171652;188;20-04-2025 19:54:12
19572949;0;gs10r3b65;2960000;2271389;2001000;1.201620;1.000000;4644920308508.106445;386.554747;0.000878;6.193637;916.057011;19.889601;698.555377;112;112;0.000000;0;0;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1745171663;199;20-04-2025 19:54:23
19572949;0;gs10r3b65;2960000;2267294;2001000;1.101619;1.000000;4260975119888.428711;386.792227;0.001010;6.412085;883.617978;19.908931;698.537015;112;112;0.000000;0;0;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1745171674;210;20-04-2025 19:54:34
19572949;0;gs10r3b65;2960000;2267110;2001000;1.101519;1.000000;4261182306457.675293;386.846151;0.001009;6.369036;897.533551;19.900054;698.585653;112;112;0.000000;0;0;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1745171685;221;20-04-2025 19:54:45
19572949;0;gs10r3b65;2960000;2250200;2001000;1.101419;1.000000;4256640672910.663086;386.468930;0.001010;7.488424;903.281913;19.904091;698.601998;112;112;0.000000;0;0;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1745171696;232;20-04-2025 19:54:56
19572949;0;gs10r3b65;2960000;2259838;2001000;1.101419;1.000000;4258617795431.029297;386.648436;0.001009;6.842907;932.800027;19.907486;698.599965;112;112;0.000000;0;0;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1745171707;243;20-04-2025 19:55:07
19572949;0;gs10r3b65;2960000;2266552;2001000;1.101619;1.000000;4259629491668.261230;386.670007;0.001017;6.452800;952.533399;19.919408;698.558197;112;112;0.000000;0;0;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1745171718;254;20-04-2025 19:55:18
