JOBID;STEPID;NODENAME;AVG_CPUFREQ_KHZ;AVG_IMCFREQ_KHZ;DEF_FREQ_KHZ;ITER_TIME_SEC;CPI;TPI;MEM_GBS;IO_MBS;PERC_MPI;DC_NODE_POWER_W;DRAM_POWER_W;PCK_POWER_W;CYCLES;INSTRUCTIONS;GFLOPS;L1_MISSES;L2_MISSES;L3_MISSES;SPOPS_SINGLE;SPOPS_128;SPOPS_256;SPOPS_512;DPOPS_SINGLE;DPOPS_128;DPOPS_256;DPOPS_512;GPU0_POWER_W;GPU0_FREQ_KHZ;GPU0_MEM_FREQ_KHZ;GPU0_UTIL_PERC;GPU0_MEM_UTIL_PERC;GPU1_POWER_W;GPU1_FREQ_KHZ;GPU1_MEM_FREQ_KHZ;GPU1_UTIL_PERC;GPU1_MEM_UTIL_PERC;GPU2_POWER_W;GPU2_FREQ_KHZ;GPU2_MEM_FREQ_KHZ;GPU2_UTIL_PERC;GPU2_MEM_UTIL_PERC;GPU3_POWER_W;GPU3_FREQ_KHZ;GPU3_MEM_FREQ_KHZ;GPU3_UTIL_PERC;GPU3_MEM_UTIL_PERC;LOOPID;LOOP_NEST_LEVEL;LOOP_SIZE;TIMESTAMP;ELAPSED;DATE
19572950;0;gs10r3b65;2750000;1957310;2001000;1.001518;1.000000;3480561579017.212402;347.528748;0.022080;7.491543;919.687382;18.509272;698.532686;112;112;0.000000;0;0;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1745173529;32;20-04-2025 20:25:29
19572950;0;gs10r3b65;2750000;1957308;2001000;1.101819;1.000000;3825774176209.414062;347.223313;0.001007;7.444760;837.265904;18.519024;698.716153;112;112;0.000000;0;0;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1745173540;43;20-04-2025 20:25:40
19572950;0;gs10r3b65;2750000;1955129;2001000;1.101619;1.000000;3845186115893.213867;349.048480;0.001007;7.388995;912.335793;18.576550;698.621923;112;112;0.000000;0;0;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1745173551;54;20-04-2025 20:25:51
19572950;0;gs10r3b65;2750000;1953864;2001000;1.101519;1.000000;3840240387736.105469;348.631208;0.001007;7.576180;901.274458;18.562227;698.652707;112;112;0.000000;0;0;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1745173562;65;20-04-2025 20:26:02
19572950;0;gs10r3b65;2750000;1955886;2001000;1.101519;1.000000;3826379941292.507324;347.372874;0.001005;7.550370;926.743376;18.542328;698.568021;112;112;0.000000;0;0;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1745173573;76;20-04-2025 20:26:13
19572950;0;gs10r3b65;2750000;1955315;2001000;1.101319;1.000000;3825951492441.355469;347.397085;0.001007;7.679607;919.341564;18.543699;698.714248;112;112;0.000000;0;0;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1745173584;87;20-04-2025 20:26:24
19572950;0;gs10r3b65;2740000;1948152;2001000;1.101419;1.000000;3867496080986.547852;351.137426;0.001007;7.611107;939.696546;18.685376;698.586122;112;112;0.000000;0;0;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1745173595;98;20-04-2025 20:26:35
19572950;0;gs10r3b65;2750000;1952628;2001000;1.101320;1.000000;3850026117901.577148;349.583034;0.001007;7.446669;914.083969;18.624571;698.629397;112;112;0.000000;0;0;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1745173606;109;20-04-2025 20:26:46
19572950;0;gs10r3b65;2750000;1960289;2001000;1.101320;1.000000;3822225218610.765625;347.058707;0.001005;7.289552;824.401275;18.534960;698.755578;112;112;0.000000;0;0;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1745173617;120;20-04-2025 20:26:57
19572950;0;gs10r3b65;2750000;1959313;2001000;1.101619;1.000000;3815842229973.430176;346.384807;0.001007;7.552427;942.552392;18.511093;698.549423;112;112;0.000000;0;0;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1745173628;131;20-04-2025 20:27:08
19572950;0;gs10r3b65;2750000;1957365;2001000;1.101419;1.000000;3829738651266.660156;347.709356;0.001007;7.443945;897.397949;18.569481;698.929301;112;112;0.000000;0;0;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1745173639;142;20-04-2025 20:27:19
