NODENAME;JOBID;STEPID;USERID;GROUPID;JOBNAME;USER_ACC;ENERGY_TAG;POLICY;POLICY_TH;AVG_CPUFREQ_KHZ;AVG_IMCFREQ_KHZ;DEF_FREQ_KHZ;TIME_SEC;CPI;TPI;MEM_GBS;IO_MBS;PERC_MPI;DC_NODE_POWER_W;DRAM_POWER_W;PCK_POWER_W;CYCLES;INSTRUCTIONS;CPU-GFLOPS;L1_MISSES;L2_MISSES;L3_MISSES;SPOPS_SINGLE;SPOPS_128;SPOPS_256;SPOPS_512;DPOPS_SINGLE;DPOPS_128;DP_256;DPOPS_512;GPU0_POWER_W;GPU0_FREQ_KHZ;GPU0_MEM_FREQ_KHZ;GPU0_UTIL_PERC;GPU0_MEM_UTIL_PERC;GPU1_POWER_W;GPU1_FREQ_KHZ;GPU1_MEM_FREQ_KHZ;GPU1_UTIL_PERC;GPU1_MEM_UTIL_PERC;GPU2_POWER_W;GPU2_FREQ_KHZ;GPU2_MEM_FREQ_KHZ;GPU2_UTIL_PERC;GPU2_MEM_UTIL_PERC;GPU3_POWER_W;GPU3_FREQ_KHZ;GPU3_MEM_FREQ_KHZ;GPU3_UTIL_PERC;GPU3_MEM_UTIL_PERC
gs04r3b39;19488953;0;nct01043; ;lu-mz;nct_321; ;monitoring;0.000000;2650000;1892124;2001000;145.472242;1.000000;29463117550144.000000;202.534292;0.030820;37.388521;906.762308;13.724653;697.903542;112;112;0.000000;0;0;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gs04r3b39;19488953;1;nct01043; ;lu-mz;nct_321; ;monitoring;0.000000;2740000;1938434;2001000;111.240482;1.000000;23527345928000.000000;211.499856;0.011965;0.034409;915.155046;14.206708;697.163429;56;56;0.000000;0;0;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gs04r3b39;19488953;2;nct01043; ;lu-mz;nct_321; ;monitoring;0.000000;2890892;1933213;2001000;93.164100;1.000000;18285240602176.000000;196.269170;0.004654;0.634265;914.370625;13.760516;699.473658;14;14;0.000000;0;0;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gs04r3b39;19488953;3;nct01043; ;lu-mz;nct_321; ;monitoring;0.000000;2910892;1971134;2001000;99.130340;1.000000;17542522957056.000000;176.964217;0.002626;2.026990;911.089557;13.011230;698.653543;8;8;0.000000;0;0;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gs04r3b39;19488953;4;nct01043; ;lu-mz;nct_321; ;monitoring;0.000000;2960000;2214999;2001000;126.159020;1.000000;16317976114432.000000;129.344506;0.001768;3.145941;902.172010;11.117684;697.926005;2;2;0.000000;0;0;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gs04r3b39;19488953;5;nct01043; ;lu-mz;nct_321; ;monitoring;0.000000;2983571;2384268;2001000;212.295910;1.000000;22054926453888.000000;103.887665;0.001654;4.596407;885.887537;10.333411;682.828669;1;1;0.000000;0;0;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
