NODENAME;JOBID;STEPID;USERID;GROUPID;JOBNAME;USER_ACC;ENERGY_TAG;POLICY;POLICY_TH;AVG_CPUFREQ_KHZ;AVG_IMCFREQ_KHZ;DEF_FREQ_KHZ;TIME_SEC;CPI;TPI;MEM_GBS;IO_MBS;PERC_MPI;DC_NODE_POWER_W;DRAM_POWER_W;PCK_POWER_W;CYCLES;INSTRUCTIONS;CPU-GFLOPS;L1_MISSES;L2_MISSES;L3_MISSES;SPOPS_SINGLE;SPOPS_128;SPOPS_256;SPOPS_512;DPOPS_SINGLE;DPOPS_128;DP_256;DPOPS_512;GPU0_POWER_W;GPU0_FREQ_KHZ;GPU0_MEM_FREQ_KHZ;GPU0_UTIL_PERC;GPU0_MEM_UTIL_PERC;GPU1_POWER_W;GPU1_FREQ_KHZ;GPU1_MEM_FREQ_KHZ;GPU1_UTIL_PERC;GPU1_MEM_UTIL_PERC;GPU2_POWER_W;GPU2_FREQ_KHZ;GPU2_MEM_FREQ_KHZ;GPU2_UTIL_PERC;GPU2_MEM_UTIL_PERC;GPU3_POWER_W;GPU3_FREQ_KHZ;GPU3_MEM_FREQ_KHZ;GPU3_UTIL_PERC;GPU3_MEM_UTIL_PERC
gs04r1b13;19488931;0;nct01043; ;bt-mz;nct_321; ;monitoring;0.000000;2920357;851933;2001000;162.584887;1.000000;8327722239232.000000;51.220765;0.016385;66.397781;855.276810;7.785494;696.869135;112;112;0.000000;0;0;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gs04r1b13;19488931;1;nct01043; ;bt-mz;nct_321; ;monitoring;0.000000;2901250;1237567;2001000;82.802458;1.000000;5875096135680.000000;70.953161;0.012584;35.636740;861.752970;8.855609;699.377634;56;56;0.000000;0;0;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gs04r1b13;19488931;2;nct01043; ;bt-mz;nct_321; ;monitoring;0.000000;2900000;1279486;2001000;65.132163;1.000000;4276797608512.000000;65.663374;0.004437;12.319731;861.539711;8.584642;699.559125;14;14;0.000000;0;0;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gs04r1b13;19488931;3;nct01043; ;bt-mz;nct_321; ;monitoring;0.000000;2900000;1363407;2001000;67.159222;1.000000;3942818675776.000000;58.708522;0.003733;13.158093;859.086262;8.225859;699.269060;8;8;0.000000;0;0;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gs04r1b13;19488931;4;nct01043; ;bt-mz;nct_321; ;monitoring;0.000000;2900000;1841888;2001000;84.497551;1.000000;3421142258368.000000;40.488064;0.001583;7.323044;867.440606;7.398507;698.496179;2;2;0.000000;0;0;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gs04r1b13;19488931;5;nct01043; ;bt-mz;nct_321; ;monitoring;0.000000;2900000;2082306;2001000;126.163265;1.000000;9601459245952.000000;76.103446;0.001702;5.686577;881.722423;8.927295;693.956915;1;1;0.000000;0;0;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
