NODENAME;JOBID;STEPID;USERID;GROUPID;JOBNAME;USER_ACC;ENERGY_TAG;POLICY;POLICY_TH;AVG_CPUFREQ_KHZ;AVG_IMCFREQ_KHZ;DEF_FREQ_KHZ;TIME_SEC;CPI;TPI;MEM_GBS;IO_MBS;PERC_MPI;DC_NODE_POWER_W;DRAM_POWER_W;PCK_POWER_W;CYCLES;INSTRUCTIONS;CPU-GFLOPS;L1_MISSES;L2_MISSES;L3_MISSES;SPOPS_SINGLE;SPOPS_128;SPOPS_256;SPOPS_512;DPOPS_SINGLE;DPOPS_128;DP_256;DPOPS_512;GPU0_POWER_W;GPU0_FREQ_KHZ;GPU0_MEM_FREQ_KHZ;GPU0_UTIL_PERC;GPU0_MEM_UTIL_PERC;GPU1_POWER_W;GPU1_FREQ_KHZ;GPU1_MEM_FREQ_KHZ;GPU1_UTIL_PERC;GPU1_MEM_UTIL_PERC;GPU2_POWER_W;GPU2_FREQ_KHZ;GPU2_MEM_FREQ_KHZ;GPU2_UTIL_PERC;GPU2_MEM_UTIL_PERC;GPU3_POWER_W;GPU3_FREQ_KHZ;GPU3_MEM_FREQ_KHZ;GPU3_UTIL_PERC;GPU3_MEM_UTIL_PERC
gs18r2b47;19488942;0;nct01043; ;lu-mz;nct_321; ;monitoring;0.000000;2670000;1914393;2001000;294.113318;1.000000;90787363267200.000000;308.681579;0.009995;21.880698;925.489421;17.457156;698.544581;112;112;0.000000;0;0;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gs18r2b47;19488942;1;nct01043; ;lu-mz;nct_321; ;monitoring;0.000000;2680000;1912571;2001000;246.363575;1.000000;76309291733952.000000;309.742590;0.006025;0.128116;929.183806;17.679454;698.527072;56;56;0.000000;0;0;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gs18r2b47;19488942;2;nct01043; ;lu-mz;nct_321; ;monitoring;0.000000;2920535;1920732;2001000;189.326274;1.000000;37873330247424.000000;200.042654;0.004831;2.183960;925.626567;13.830844;697.602447;14;14;0.000000;0;0;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gs18r2b47;19488942;3;nct01043; ;lu-mz;nct_321; ;monitoring;0.000000;2810000;1981658;2001000;251.457601;1.000000;74018417291584.000000;294.357446;0.004249;0.042808;929.175299;17.172634;698.753562;8;8;0.000000;0;0;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gs18r2b47;19488942;4;nct01043; ;lu-mz;nct_321; ;monitoring;0.000000;2960000;2250434;2001000;252.345644;1.000000;33963258673664.000000;134.590232;0.001859;1.953980;898.830575;11.275876;698.206027;2;2;0.000000;0;0;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
gs18r2b47;19488942;5;nct01043; ;lu-mz;nct_321; ;monitoring;0.000000;2981071;2386089;2001000;420.528525;1.000000;42489910763392.000000;101.039307;0.001569;6.073509;879.697474;10.187997;680.914526;1;1;0.000000;0;0;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0
